Month,Building_Type,Building_Age,Building_Area_(sqm),Building_Height_(m),Number_of_Floors,Fire_Occurrence,Type_of_Fire,Fire_Scale,Damage_Scale,Time_to_Extinguish_(min),Response_Time_(min),Number_of_People_Rescued,Number_of_Fire_Extinguishers,Sprinkler_System_Present,Number_of_Emergency_Exits,Number_of_Fire_Alarms,Fire_Safety_Training_Conducted,Nearest_Fire_Station_Location,Width_of_Nearby_Roads_(m),Distance_to_Nearby_Buildings_(m),Types_of_Nearby_Buildings,Electrical_Equipment_Inspection_Conducted,Gas_Equipment_Inspection_Conducted,Recent_Repair_Replacement_History,Temperature_(_C),Humidity_(%),Wind_Speed_(m_s),Precipitation_(mm)
4,Residential,69,674,29,8,Yes,Negligence,Small,Small,42,1,10,4,Yes,8,4,No,West,15,67,Residential,No,Yes,Within 1 year,16.674185246105182,54.01533129100818,4.9,35.83367039700457
6,Residential,55,958,17,5,No,Chemical,Small,Small,30,12,0,8,Yes,1,2,No,East,11,25,Residential,No,No,None,19.19000045753207,46.17093712188993,1.8460079101475289,2.3
2,Residential,99,505,7,2,No,Negligence,Large,Small,54,1,38,4,Yes,5,6,No,East,17,66,Industrial,Yes,Yes,None,18.938289519614067,79.03013654613137,2.2272633406699813,66.38562294420925
1,Residential,40,773,11,3,Yes,Negligence,Medium,Large,39,15,22,8,No,1,1,No,South,16,99,Public,No,No,None,20.60315398654467,40.4,2.689581467377585,27.57055190734369
4,Industrial,78,460,42,12,No,Electrical,Small,Medium,29,48,33,3,Yes,9,12,No,South,11,99,Commercial,Yes,Yes,Over 3 years,27.31291545821978,99.4,4.23126371545451,25.140969443912127
8,Commercial,4,997,32,10,Yes,Chemical,Small,Large,37,5,39,3,No,5,6,No,North,17,52,Residential,Yes,Yes,None,23.271590635825,56.88286144297413,1.3098478999251786,34.14325312454359
10,Commercial,62,892,40,11,No,Chemical,Small,Medium,8,55,40,3,Yes,12,4,Yes,West,13,3,Residential,No,No,1-3 years,23.747126186978083,97.90453230546308,4.9,3.959378420731735
8,Commercial,40,879,16,5,No,Chemical,Medium,Medium,44,46,20,10,No,3,0,No,North,15,69,Public,No,No,Over 3 years,23.12086787783878,73.27445770769503,0.9412068875713528,15.276214074529436
12,Residential,4,644,25,7,No,Chemical,Small,Medium,45,26,32,6,No,6,1,Yes,North,9,36,Commercial,No,No,Over 3 years,18.802239799813137,74.6965397237258,2.128173110871985,20.793472848752508
4,Commercial,62,357,19,5,Yes,Negligence,Small,Small,25,24,35,7,Yes,6,14,No,South,11,99,Industrial,No,No,1-3 years,27.68671311904825,53.38390959480874,3.11664809469727,35.9269726999134
10,Residential,63,748,21,6,No,Chemical,Medium,Small,26,9,26,6,Yes,4,9,Yes,North,12,90,Public,No,No,None,25.53393249779712,67.83403044001317,0.6,15.137724412785552
11,Commercial,20,295,37,10,Yes,Chemical,Medium,Large,25,36,26,3,Yes,5,3,No,East,8,72,Residential,No,No,None,24.592451068407662,68.88438636142163,3.6085237630447,2.3
4,Commercial,31,460,39,11,Yes,Chemical,Large,Large,33,16,21,5,No,12,4,No,North,11,34,Residential,No,No,Over 3 years,15.76798955033048,99.4,2.9885140670769688,5.006962169452766
12,Residential,52,816,30,8,No,Electrical,Large,Large,23,1,50,3,Yes,11,11,No,East,10,45,Industrial,Yes,Yes,Within 1 year,18.735463002567823,58.2107397366285,4.9,38.63638751609324
1,Commercial,63,762,26,8,No,Electrical,Small,Large,31,48,35,9,Yes,10,11,Yes,South,12,52,Industrial,Yes,Yes,None,26.327759257896428,57.04862120363374,2.317067070309984,70.08703552592623
4,Commercial,94,933,8,2,Yes,Negligence,Large,Small,42,16,14,7,Yes,1,3,No,South,7,30,Public,No,No,None,21.75332225040741,61.25123262556983,2.9611358272890547,42.58407943837965
3,Commercial,39,433,23,6,Yes,Chemical,Small,Large,36,20,25,4,Yes,3,1,No,East,10,56,Public,No,Yes,Within 1 year,20.609208451351368,61.45972402504394,3.613620238712379,44.56907400606088
3,Commercial,4,798,20,6,Yes,Chemical,Small,Medium,42,52,36,4,No,5,0,No,South,20,76,Residential,No,No,1-3 years,17.444334274475047,56.94038210124553,3.102647246880036,43.16340019717936
3,Residential,20,410,9,2,Yes,Chemical,Large,Small,59,45,0,6,No,8,7,No,North,20,82,Industrial,No,Yes,None,15.1,84.8090167774118,3.508537010398669,58.50316724074413
9,Industrial,36,810,40,12,No,Negligence,Small,Large,19,26,28,5,Yes,10,14,No,East,14,99,Residential,No,No,Within 1 year,22.016837435902836,74.94819088430633,2.799826696732539,20.800836424518717
1,Commercial,18,463,40,11,No,Negligence,Large,Large,18,1,34,5,Yes,9,9,No,South,19,99,Commercial,No,Yes,Within 1 year,16.719159675426365,63.11034861960822,2.4391435835118287,2.3
3,Commercial,55,544,26,7,No,Electrical,Small,Large,52,5,45,8,Yes,7,4,No,South,6,15,Residential,No,No,Within 1 year,16.239751966420872,64.50297143655791,2.226883276841433,24.97913160402116
1,Industrial,60,694,40,12,No,Negligence,Medium,Large,39,28,10,6,Yes,10,11,Yes,South,13,92,Industrial,No,Yes,Over 3 years,28.523007364545144,68.90068482750341,1.749990458498167,42.39923057993319
7,Residential,90,679,5,1,Yes,Negligence,Large,Medium,42,22,18,7,Yes,1,4,No,East,17,47,Commercial,Yes,Yes,None,15.1,68.13383567520664,2.2442622040114326,48.37013593136561
1,Commercial,51,327,5,1,No,Electrical,Small,Small,52,29,35,5,No,5,8,No,North,7,64,Residential,No,No,None,17.772808263417414,99.4,1.4445233711245689,45.980442031320266
4,Residential,99,410,5,1,No,Chemical,Medium,Small,59,28,30,4,Yes,1,0,No,South,12,62,Industrial,No,No,None,20.749318229991808,48.76191216166369,1.9197862072913208,27.797930903132418
6,Industrial,57,92,11,3,No,Electrical,Medium,Medium,36,7,50,5,No,2,3,No,West,9,59,Industrial,No,No,Within 1 year,27.24267277862253,74.00793090900012,4.742471285553705,4.126315020551964
12,Residential,55,460,40,11,No,Chemical,Medium,Medium,24,43,12,10,No,8,2,Yes,North,13,68,Industrial,No,No,Over 3 years,27.13721067967324,64.41078905906932,1.9660204849432557,2.3
5,Commercial,55,574,38,11,No,Electrical,Small,Small,48,25,36,1,Yes,10,10,No,North,18,67,Public,No,No,Within 1 year,20.149984333846312,99.4,3.5911647671077773,21.38874030568188
4,Residential,77,826,35,10,No,Negligence,Small,Small,43,44,23,6,Yes,14,13,No,North,20,81,Industrial,No,Yes,Within 1 year,20.144016526480584,99.4,0.6,40.98403195001232
8,Residential,50,829,28,8,Yes,Electrical,Large,Small,59,32,31,4,No,8,4,No,West,13,75,Industrial,Yes,No,1-3 years,21.098087625177055,99.4,1.3083093326953876,21.694744255392152
3,Commercial,47,605,43,12,Yes,Chemical,Medium,Small,39,17,22,3,Yes,12,12,No,East,17,83,Industrial,No,No,1-3 years,19.327310876263297,51.76198885241112,3.672863378399713,9.120720241227373
3,Residential,98,728,42,12,Yes,Negligence,Medium,Small,59,4,19,8,No,10,8,No,South,18,74,Industrial,No,Yes,None,20.164430484457164,57.81649060069229,2.11804315024561,89.00490624570696
6,Residential,62,676,16,4,No,Negligence,Small,Small,42,37,50,4,Yes,6,6,No,South,12,52,Public,No,Yes,None,22.87823526671127,82.37871897148602,2.858175157342685,80.06038803785037
7,Residential,54,231,25,7,No,Negligence,Small,Small,42,14,39,5,Yes,6,0,No,East,7,20,Residential,No,Yes,Over 3 years,21.742503962178823,66.3859370410024,4.429344713555892,50.931781127794494
10,Residential,22,517,34,10,No,Chemical,Small,Large,28,18,14,7,No,9,14,No,East,10,48,Industrial,No,No,Within 1 year,22.35142844745309,77.63445297821501,1.64166470327023,18.33401216655012
5,Commercial,40,569,30,9,Yes,Electrical,Medium,Large,56,44,24,3,Yes,6,5,No,South,12,63,Industrial,No,No,Over 3 years,21.623923584046903,61.97918031666769,4.016905581851469,27.40754131096237
1,Commercial,4,588,15,5,Yes,Electrical,Small,Small,31,46,19,1,No,4,10,No,South,5,99,Public,No,No,None,15.1,99.4,0.6582860180275107,94.1
5,Commercial,97,157,35,10,Yes,Chemical,Small,Medium,34,40,24,10,Yes,7,7,No,East,17,57,Residential,No,No,None,22.092350980056512,57.71113809720942,1.9489735727377775,54.55067045167353
8,Commercial,51,262,10,3,Yes,Negligence,Small,Large,39,6,47,10,No,5,0,No,West,16,66,Industrial,Yes,No,Over 3 years,15.550103334690805,57.91884154399154,2.9416140259728385,64.9524430117622
6,Residential,6,252,49,14,No,Negligence,Medium,Large,23,31,26,4,No,9,1,No,North,9,86,Public,No,No,1-3 years,23.188021788819796,60.23277005341437,2.050148865752756,18.199533779139188
11,Commercial,37,521,41,12,Yes,Chemical,Small,Large,37,38,12,10,No,6,0,No,North,12,83,Residential,No,No,None,24.70563948292737,62.65633479279511,2.390804398347927,3.361454902758716
1,Residential,66,94,25,7,No,Chemical,Large,Small,39,45,27,4,Yes,9,7,No,South,11,12,Public,No,Yes,None,20.809805757984297,95.44714915479383,2.9854393303940454,54.31886903542152
1,Industrial,24,138,22,6,Yes,Negligence,Large,Small,32,29,31,6,Yes,10,6,No,East,14,36,Residential,Yes,Yes,Within 1 year,20.72574808095184,96.7551130525853,3.6398452187865855,55.57486769957168
5,Commercial,18,163,37,11,No,Electrical,Medium,Large,21,25,15,9,Yes,8,13,Yes,East,2,23,Commercial,No,No,1-3 years,29.7,49.11596280291192,1.526519053475751,24.694211441566708
10,Commercial,39,231,41,12,No,Chemical,Large,Medium,39,57,33,3,Yes,10,5,No,East,14,86,Industrial,No,No,Within 1 year,24.430952586738474,95.90223089087696,2.118695288728839,14.545484591189725
5,Commercial,39,997,12,3,Yes,Chemical,Medium,Large,29,1,19,7,No,3,0,No,East,11,85,Public,No,No,None,15.1,71.67586993378615,2.788529554853683,2.3
8,Residential,65,406,38,11,No,Chemical,Small,Large,38,43,27,2,Yes,12,13,No,East,12,28,Industrial,No,Yes,None,27.982863827353388,94.61232654708353,4.110533835753243,2.3
5,Residential,34,428,15,4,No,Chemical,Large,Large,36,41,7,10,No,4,0,No,North,14,30,Industrial,No,No,Within 1 year,15.1,72.33437214390459,1.1608490945337129,56.38220023854844
2,Commercial,4,454,25,7,No,Chemical,Medium,Medium,45,25,45,6,No,3,0,Yes,South,7,13,Residential,No,No,None,19.701826215786998,69.87535842800973,0.6,45.43732524527033
7,Residential,24,575,35,10,No,Negligence,Medium,Small,17,12,25,7,Yes,9,12,No,East,12,99,Public,No,No,Within 1 year,21.946818355083096,69.61487732628851,1.9268728342436847,14.597213461519026
3,Commercial,4,738,5,1,Yes,Chemical,Medium,Small,29,25,14,2,No,1,0,No,North,10,30,Public,No,No,Within 1 year,15.1,71.07128797548178,3.1693796591079724,70.16204990316393
12,Residential,71,749,33,10,No,Electrical,Medium,Small,19,34,32,6,Yes,12,17,No,East,5,41,Residential,Yes,No,1-3 years,20.581872146797973,59.08080909236878,3.8606127045972247,54.5441981188412
3,Industrial,58,925,13,3,Yes,Chemical,Medium,Medium,46,38,39,3,No,1,0,No,East,14,63,Public,Yes,Yes,None,16.90119112037922,74.47061738899544,3.960421125149877,43.99115715967756
8,Residential,92,997,10,3,Yes,Chemical,Small,Large,41,5,13,8,No,1,0,No,West,15,73,Industrial,Yes,No,Within 1 year,15.1,67.87202205723753,3.473035853058061,2.3
4,Industrial,22,754,14,4,No,Negligence,Medium,Medium,49,44,22,8,No,3,0,No,South,16,19,Residential,No,No,Over 3 years,22.45399343053384,82.14289964074233,3.5348605646254523,45.84352939106708
8,Residential,5,500,24,7,No,Chemical,Medium,Small,23,42,30,2,No,7,3,Yes,West,3,49,Public,No,No,Over 3 years,23.473365716773305,95.26141605072944,1.6132978847571158,2.3
9,Commercial,52,494,12,3,No,Chemical,Small,Large,55,5,50,5,No,1,0,No,East,3,50,Residential,Yes,Yes,Over 3 years,19.129947052863702,41.55292713350189,3.997587539309921,2.3
3,Commercial,49,434,16,4,No,Chemical,Medium,Large,52,1,43,8,No,1,0,No,East,9,92,Residential,No,No,Over 3 years,22.327185981318127,65.29028551823163,0.6,2.3
8,Industrial,72,833,37,11,No,Chemical,Medium,Medium,19,31,22,7,Yes,11,11,No,West,2,8,Public,Yes,No,1-3 years,26.50790115506951,72.00776367614783,3.579784982120712,4.325784142699366
6,Residential,76,614,29,8,No,Chemical,Small,Large,41,34,21,3,Yes,4,4,No,East,17,71,Residential,No,No,Over 3 years,22.800199078682773,50.89165247094223,3.257835086936169,5.77256728528069
1,Commercial,99,729,33,9,No,Negligence,Medium,Small,59,27,18,4,Yes,11,14,No,West,19,65,Commercial,Yes,Yes,1-3 years,27.36849786866794,68.47554183521089,4.818729108252445,2.3
3,Commercial,89,321,8,2,No,Electrical,Medium,Small,38,18,39,10,No,4,3,No,North,14,99,Public,No,No,Within 1 year,20.31836081299475,92.15750715134264,1.1516670640404545,32.31711609436262
6,Residential,47,997,17,5,Yes,Electrical,Large,Small,48,1,9,7,Yes,5,4,No,East,19,54,Industrial,No,Yes,Over 3 years,19.88507406857056,79.24108892323483,3.5791279821549544,23.10731718096887
3,Residential,99,558,37,10,Yes,Negligence,Medium,Small,51,7,19,5,Yes,10,14,No,West,16,50,Commercial,No,Yes,Over 3 years,20.008900854978144,73.58897305095876,2.797531549247509,60.40284679168303
2,Industrial,67,537,21,6,Yes,Chemical,Small,Medium,55,56,39,1,No,5,7,No,East,17,93,Public,Yes,Yes,None,27.478024948592303,86.98813890202447,2.025199548294663,43.04411116578915
3,Residential,89,806,31,9,No,Chemical,Small,Large,42,51,7,9,No,4,0,No,East,12,57,Residential,No,No,None,18.42541234411144,45.897657290589066,2.5948047209350595,26.11209194195972
5,Residential,99,876,39,11,No,Negligence,Medium,Large,41,56,11,10,No,9,6,No,East,10,66,Public,No,No,Within 1 year,25.06248926452319,71.95263775603911,2.385632985219224,16.90622423661312
1,Commercial,43,275,14,4,No,Negligence,Large,Small,38,33,42,4,No,3,6,No,East,11,62,Residential,No,No,Within 1 year,24.57681421427157,75.71883938974278,2.0723535373812254,75.62721834824518
2,Residential,47,152,13,4,No,Negligence,Small,Small,52,27,50,7,Yes,10,4,No,East,15,19,Residential,No,Yes,Within 1 year,18.958140014681543,64.1461367921375,2.964721256932658,94.1
4,Industrial,47,568,13,4,No,Negligence,Small,Medium,34,18,8,10,No,2,2,No,East,8,62,Commercial,No,Yes,Over 3 years,29.521314980507466,85.1016851046943,3.344879268017072,9.34820036277632
8,Residential,37,300,49,14,No,Negligence,Large,Medium,10,6,15,10,Yes,13,16,No,South,11,31,Commercial,No,No,None,18.734887228392516,40.4,0.790132310442484,55.743238533765066
6,Commercial,37,696,48,14,No,Negligence,Medium,Large,49,55,31,1,Yes,9,14,Yes,South,10,93,Residential,No,No,Within 1 year,29.7,70.97542399590643,2.2265468731470888,2.3
4,Industrial,99,224,38,11,No,Chemical,Large,Medium,59,18,43,5,No,8,5,No,North,20,94,Industrial,Yes,Yes,1-3 years,23.821391839574787,79.75825586871585,2.383284250397512,54.81286634872189
7,Industrial,71,417,15,4,No,Negligence,Small,Small,32,14,50,5,No,5,10,No,East,12,99,Residential,No,No,Within 1 year,20.206687016049788,53.63239017425158,3.4454879890600933,26.961195937580552
1,Industrial,4,195,8,2,No,Negligence,Small,Small,27,19,35,8,Yes,2,0,No,South,4,39,Public,No,No,Over 3 years,18.578522240029304,88.84684602707134,2.541354716964695,70.3528974214103
6,Residential,41,149,38,10,No,Chemical,Medium,Large,43,23,20,8,Yes,12,13,No,East,5,50,Residential,No,No,Over 3 years,21.731572763626545,85.1558214075427,2.5342506686826725,3.4154556357223846
8,Commercial,73,662,15,4,Yes,Chemical,Medium,Small,59,6,36,2,No,1,0,No,South,10,92,Public,No,No,None,21.82195702728958,54.65857684071938,0.8640034433614168,2.3
8,Commercial,87,410,5,1,Yes,Negligence,Medium,Small,49,35,46,1,Yes,1,0,No,South,3,60,Industrial,No,No,None,15.1,87.7557130192381,4.9,2.3
6,Industrial,69,997,35,10,Yes,Negligence,Small,Small,50,1,29,3,Yes,7,10,No,East,10,81,Public,No,No,Over 3 years,21.55606214344384,69.14263184580636,2.612406881033184,30.538913406661663
4,Residential,56,92,38,11,No,Chemical,Medium,Large,48,36,4,10,Yes,13,15,No,South,16,54,Industrial,No,No,None,24.2979182072798,77.11644016812116,1.1326032210183947,42.053835432922654
4,Residential,34,317,25,7,No,Chemical,Small,Medium,29,2,40,5,Yes,5,2,No,East,20,59,Industrial,No,No,None,29.7,40.4,1.899216136352527,39.2071482220273
5,Residential,99,394,49,14,Yes,Chemical,Large,Medium,59,43,3,3,No,10,9,No,South,15,44,Commercial,Yes,Yes,None,26.576719096426125,71.67020388280554,3.457518398127839,13.949559766739036
4,Residential,32,438,37,11,No,Negligence,Small,Large,22,31,21,9,Yes,15,9,Yes,South,12,49,Residential,No,Yes,Within 1 year,22.31536027379517,79.22740536179793,3.116440461707957,33.898064440808994
7,Residential,61,900,29,9,No,Negligence,Medium,Medium,31,46,22,10,No,9,12,Yes,South,13,72,Public,No,No,None,21.01682691003263,61.37958551988672,1.8565059227484009,33.423742132496834
9,Residential,37,264,46,13,No,Negligence,Small,Medium,26,8,39,7,No,12,10,Yes,West,16,98,Commercial,No,No,Over 3 years,24.04515694440134,49.86500964128156,2.7796656557457187,2.3
4,Industrial,40,560,25,7,Yes,Electrical,Large,Medium,37,1,50,2,Yes,4,7,No,East,15,63,Residential,Yes,Yes,None,19.07343798048792,59.49860054938858,4.74168507720092,38.67626488785288
5,Industrial,99,358,49,14,Yes,Chemical,Small,Large,57,18,22,7,Yes,13,10,No,East,14,65,Commercial,Yes,Yes,Within 1 year,26.79786835996445,70.88945372761519,2.905597922129652,13.162029792188168
1,Commercial,39,697,31,9,No,Negligence,Small,Large,34,20,25,6,Yes,8,11,No,South,17,67,Residential,No,No,Within 1 year,18.54358644088078,53.41255648459418,2.353031012933546,42.2193884647192
2,Residential,31,246,44,12,No,Chemical,Small,Large,49,1,28,4,No,10,4,No,South,7,50,Commercial,Yes,Yes,Over 3 years,22.6638382165657,60.06538017655099,3.055095607169785,2.3
9,Commercial,60,562,21,6,Yes,Negligence,Large,Small,20,23,35,6,Yes,9,8,No,North,16,28,Residential,No,No,None,15.1,99.4,2.568479664108389,94.1
6,Commercial,69,510,6,1,No,Negligence,Large,Small,29,27,6,7,No,1,4,No,North,18,38,Industrial,No,No,Over 3 years,17.666248427468364,80.15486097821193,2.1723755208911526,12.083754407612505
8,Residential,17,352,23,7,No,Negligence,Small,Large,17,12,20,4,No,3,4,No,South,2,59,Residential,No,No,None,18.506219923177525,63.28391709420907,3.435848737326453,2.3
4,Commercial,56,599,26,7,Yes,Chemical,Large,Medium,55,32,45,1,Yes,7,3,No,East,20,54,Public,No,No,None,16.110615929354648,69.1265304415716,2.990836877649104,37.3514745073618
4,Residential,99,962,5,1,No,Negligence,Small,Small,59,14,20,6,No,1,8,No,South,9,55,Industrial,Yes,Yes,None,22.895867071527945,63.65289840912379,3.476270413055788,82.65493195782918
2,Industrial,64,383,19,5,No,Chemical,Medium,Medium,29,8,35,8,Yes,3,7,No,South,9,47,Public,No,No,None,20.61398693750808,60.81468695325621,2.273068527942762,44.39495849600751
9,Commercial,67,497,34,10,Yes,Chemical,Large,Medium,20,57,20,8,Yes,13,7,Yes,South,6,23,Residential,Yes,Yes,None,29.7,99.4,3.222449532263341,81.87798374598793
11,Residential,58,626,48,14,No,Negligence,Small,Small,17,33,26,8,Yes,16,19,Yes,North,14,79,Residential,Yes,Yes,Over 3 years,28.755270087302076,89.31964729467724,1.428470036241414,65.5747984839588
7,Commercial,56,140,32,9,No,Negligence,Small,Small,51,20,50,3,Yes,10,11,No,North,12,47,Commercial,Yes,No,1-3 years,27.667739870104867,68.37821776073676,2.9267993501924576,48.94222838408432
4,Commercial,99,347,36,10,No,Chemical,Small,Large,57,47,33,9,Yes,13,8,No,South,18,62,Residential,No,Yes,Over 3 years,27.32074505040889,82.3499139399615,2.0395255799694323,61.71607322055776
7,Commercial,35,105,29,8,No,Chemical,Large,Small,41,23,50,3,Yes,9,14,No,South,15,55,Public,No,No,None,23.0605466609136,68.56112115220238,1.9602689479965625,22.03907202958277
5,Residential,99,526,19,5,No,Chemical,Large,Small,47,22,50,5,Yes,7,8,No,West,7,27,Public,Yes,No,Over 3 years,18.61354486027733,41.21859332331529,4.9,70.21800172040355
8,Residential,44,508,5,1,Yes,Chemical,Large,Large,39,10,26,6,No,1,5,No,East,11,46,Residential,No,No,None,19.59581499014775,78.74384691760271,3.0332889243494585,36.24070343613651
9,Residential,74,796,5,1,No,Negligence,Large,Large,39,19,6,7,No,2,4,No,West,12,3,Residential,Yes,Yes,1-3 years,15.1,86.1405182257603,4.045514169805696,20.771591783993937
2,Residential,42,664,40,12,Yes,Negligence,Medium,Medium,59,1,30,5,No,2,0,No,North,10,82,Residential,No,Yes,Within 1 year,24.696936047126567,40.4,4.793813484448052,2.3
3,Commercial,65,293,46,13,No,Negligence,Small,Large,42,47,50,9,No,17,20,No,South,20,99,Public,No,Yes,None,15.1,99.4,0.6,78.27502521922395
3,Commercial,90,869,10,3,Yes,Negligence,Small,Small,40,13,35,3,No,6,7,No,West,20,89,Public,No,Yes,1-3 years,19.032058555696526,80.64871011274298,1.5072135536610405,18.463932643447333
2,Commercial,30,592,7,2,Yes,Negligence,Medium,Large,34,55,19,10,Yes,3,3,No,South,9,46,Public,No,No,Over 3 years,20.127313371218257,77.05795344149094,1.267281664869689,49.81614781025785
8,Commercial,14,812,35,10,Yes,Chemical,Large,Small,38,29,20,5,Yes,9,14,No,North,20,73,Public,No,No,Within 1 year,15.819648416034385,78.50910659772657,1.4525765324288686,29.610948136962957
9,Residential,82,705,35,10,No,Chemical,Small,Large,47,14,18,8,No,7,0,No,North,19,57,Industrial,No,Yes,Over 3 years,23.63665692618177,45.35261160224741,3.7706790462542905,2.3
2,Commercial,17,607,38,11,Yes,Chemical,Small,Large,55,1,12,3,Yes,4,2,No,North,9,91,Residential,Yes,Yes,Over 3 years,24.512454057513278,62.92468569830113,2.620282281045621,43.19971005950675
6,Commercial,68,618,30,9,Yes,Chemical,Small,Small,38,57,18,6,Yes,10,10,No,West,9,63,Public,Yes,No,Within 1 year,29.7,95.20230341171305,2.786477283487474,60.1662025468106
10,Residential,22,630,7,2,Yes,Negligence,Medium,Small,46,23,13,8,Yes,7,0,No,North,10,9,Residential,Yes,Yes,Over 3 years,15.1,89.05632830583293,4.9,31.20162598772718
